"","Placement","Player","Country","Points","Deck","tournament","Pokemon1","Pokemon2"
"3206",20,"masventi","United States","7","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3207",21,"ShellAlex1","United States","7","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3208",22,"OG1ucky","Poland","7","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3209",23,"Lasagna","United States","7","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3210",24,"Alo","France","7","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3211",25,"KH3PRI","United States","7","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3212",26,"santymcgoob","United States","7","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3213",27,"Cumma","United States","7","Starmie ex Greninja","ptcgpocket","Starmie ex","Greninja"
"3214",28,"Charmee","Italy","7","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3215",29,"dont_eat_me","United States","7","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3216",30,"Suyz","Unknown","7","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3217",31,"elmatadorperu","Peru","7","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3218",32,"Inazashi","Italy","7","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3219",33,"Stoffies","Sweden","7","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3220",34,"Poliser","Germany","6","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3221",35,"Gaëtan Lugon-Moulin","Switzerland","6","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3222",36,"Justin0405","Germany","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3223",37,"ThisisChris","Unknown","6","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3224",38,"BigBoySnap","Germany","6","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3225",39,"Ressy","United States","6","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3226",40,"Lighthy","Brazil","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3227",41,"Cello","Brazil","6","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3228",42,"zacx","Brazil","6","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3229",43,"MING_G","Germany","6","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3230",44,"ephemer36","Germany","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3231",45,"eve_12_10","Unknown","6","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3232",46,"PrinceDillon","Canada","6","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3233",47,"Newmasaur","United States","6","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3234",48,"Frechdachs","Germany","6","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3235",49,"spArKz","Unknown","6","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3236",50,"gomess","Brazil","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3237",51,"neo1337","Unknown","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3238",52,"GregoryGentili","Brazil","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3239",53,"Chiefton","Trinidad and Tobago","6","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3240",54,"Codes","Canada","6","Alakazam Greninja","ptcgpocket","Alakazam","Greninja"
"3241",55,"CTEM","Unknown","6","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3242",56,"Sphinctus","Unknown","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3243",57,"Comatosis","Brazil","6","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3244",58,"cchan0728","Korea","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3245",59,"Huso","Unknown","6","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3246",60,"[DT] giac28","Italy","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3247",61,"Mathis","Unknown","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3248",62,"prize","Unknown","6","Starmie ex Golduck","ptcgpocket","Starmie ex","Golduck"
"3249",63,"jqqr","Finland","6","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3250",64,"Orut","Brazil","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3251",65,"Weils","France","6","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3252",66,"kikitcgs","United States","6","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3253",67,"GregFrenchTCG","France","6","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3254",68,"RetsuYGO","Unknown","6","Articuno ex","ptcgpocket","Articuno","ex"
"3255",69,"Tutters","Germany","6","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3256",70,"dekko","Spain","6","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3257",71,"Zach Burkhardt","United States","6","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3258",72,"Gabriel S","Brazil","5","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3259",73,"Sushikraver","United States","5","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3260",74,"Bunthai T","China","5","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3261",75,"Akeras","Unknown","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3262",76,"Karankhi","Spain","5","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3263",77,"souhei719","Unknown","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3264",78,"SungDae","Korea","5","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3265",79,"DifuntO","Greece","5","Pikachu ex","ptcgpocket","Pikachu","ex"
"3266",80,"Solino","Brazil","5","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3267",81,"Crisvi","Brazil","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3268",82,"Serkan","Germany","5","Venusaur ex Weezing","ptcgpocket","Venusaur ex","Weezing"
"3269",83,"Jaragaia","Brazil","5","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3270",84,"juangentili","Brazil","5","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3271",85,"CrazyMaul","France","5","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3272",86,"OscarNuWar","Dominican Republic","5","Arbok Pidgeot","ptcgpocket","Arbok","Pidgeot"
"3273",87,"Foggs","Unknown","5","Dragonite","ptcgpocket","Dragonite","Dragonite"
"3274",88,"Roky","Slovenia","5","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3275",89,"Jetblackx","United States","5","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3276",90,"Jinhiko","Philippines","5","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3277",91,"Yawnro","United States","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3278",92,"Yumichan","Sweden","5","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3279",93,"swamp_johnson","Unknown","5","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3280",94,"Aa0226a","Hong Kong","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3281",95,"Darffan","Brazil","5","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3282",96,"MrGabz","Brazil","5","Starmie ex Greninja","ptcgpocket","Starmie ex","Greninja"
"3283",97,"FenixChaser","United States","5","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3284",98,"OhSnap","United States","5","Wigglytuff ex Weezing","ptcgpocket","Wigglytuff ex","Weezing"
"3285",99,"Nep","France","5","Arbok Pidgeot","ptcgpocket","Arbok","Pidgeot"
"3286",100,"DarkasakuraV9","Spain","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3287",101,"DrGrindal","Unknown","5","Blastoise ex Starmie ex","ptcgpocket","Blastoise ex","Starmie ex"
"3288",102,"crynimar","Brazil","5","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3289",103,"airya","Brazil","5","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3290",104,"Arbwhal","United States","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3291",105,"Xero111","Spain","5","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3292",106,"perplexed","Germany","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3293",107,"scorpion11","Korea","5","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3294",108,"ItsMik3yTime","United States","5","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3295",109,"J10","Unknown","5","Zapdos ex Electrode","ptcgpocket","Zapdos ex","Electrode"
"3296",110,"HeLoDe","Brazil","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3297",111,"FairyWoods","France","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3298",112,"UltraNikki","Canada","5","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3299",113,"VRSancheti","India","5","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3300",114,"rhifun","Unknown","5","Exeggutor ex Wigglytuff ex","ptcgpocket","Exeggutor ex","Wigglytuff ex"
"3301",115,"Djoum","France","5","Articuno ex","ptcgpocket","Articuno","ex"
"3302",116,"PriConstellation","Unknown","5","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3303",117,"Reil","Unknown","5","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3304",118,"Kiks","France","5","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3305",119,"1New2GamesGames1","Unknown","5","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3306",120,"ReunKyo","Korea","4","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3307",121,"Pelendones","Germany","4","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3308",122,"HokageGrael","Brazil","4","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3309",123,"Wolfstochter","Unknown","4","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3310",124,"Nicholas Minio","United States","4","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3311",125,"RiToSenn","Japan","4","Machamp ex Onix","ptcgpocket","Machamp ex","Onix"
"3312",126,"Drakontcg","Italy","4","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3313",127,"Carson","United States","4","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3314",128,"Austinish","United States","4","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3315",129,"Resh","Unknown","4","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3316",130,"ShishaSensei","Germany","4","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3317",131,"Bonez","Canada","4","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3318",132,"Saimaru","Poland","4","Alakazam Weezing","ptcgpocket","Alakazam","Weezing"
"3319",133,"Azzareel","Unknown","4","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3320",134,"OhNoimGINGER","Great Britain","4","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3321",135,"rain23","United States","4","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3322",136,"Sackline","Brazil","4","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3323",137,"Narolf","France","4","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3324",138,"Diomenico","Italy","4","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3325",139,"Crushed","Great Britain","4","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3326",140,"Kaywi21","Canada","4","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3327",141,"binzu","Unknown","4","Articuno ex","ptcgpocket","Articuno","ex"
"3328",142,"srl0l69","Spain","4","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3329",143,"aronvilela","Brazil","4","Starmie ex Wigglytuff ex","ptcgpocket","Starmie ex","Wigglytuff ex"
"3330",144,"Prau","Spain","4","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3331",145,"Elrin","United States","4","Machamp ex Sandslash","ptcgpocket","Machamp ex","Sandslash"
"3332",146,"leomc","Brazil","4","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3333",147,"DoreyCay","United States","4","Alakazam Weezing","ptcgpocket","Alakazam","Weezing"
"3334",148,"Pinchapeces","Unknown","4","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3335",149,"Marioha","Dominican Republic","4","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3336",150,"Kyookey","Germany","4","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3337",151,"sino","Japan","4","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3338",152,"Nenify","United States","4","Venusaur ex Venusaur","ptcgpocket","Venusaur ex","Venusaur"
"3339",153,"HSimpler","United States","4","Articuno ex","ptcgpocket","Articuno","ex"
"3340",154,"TheRealBehemoth","Unknown","4","Pikachu ex Heliolisk","ptcgpocket","Pikachu ex","Heliolisk"
"3341",155,"toSixs","Unknown","4","Dragonite Greninja","ptcgpocket","Dragonite","Greninja"
"3342",156,"Tuner89","Unknown","4","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3343",157,"Pinon","Unknown","4","Kabutops Sandslash","ptcgpocket","Kabutops","Sandslash"
"3344",158,"ElNico","Chile","4","Nidoking Weezing","ptcgpocket","Nidoking","Weezing"
"3345",159,"TheParadox","Unknown","4","Marowak ex Mienshao","ptcgpocket","Marowak ex","Mienshao"
"3346",160,"satosoujirou","Malaysia","4","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3347",161,"Bakuriu96","Indonesia","4","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3348",162,"Grimenace","Great Britain","4","Muk Weezing","ptcgpocket","Muk","Weezing"
"3349",163,"Gqqq","Brazil","4","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3350",164,"KatsuJinCard","United States","4","Venusaur ex Butterfree","ptcgpocket","Venusaur ex","Butterfree"
"3351",165,"serifAizawa","United States","4","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3352",166,"Birikinn","Brazil","4","Alakazam Kangaskhan","ptcgpocket","Alakazam","Kangaskhan"
"3353",167,"lazzYoo","Austria","4","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3354",168,"JustVasco","Brazil","4","Zapdos ex Electrode","ptcgpocket","Zapdos ex","Electrode"
"3355",169,"Everythingisquietnow","Unknown","4","Arcanine ex Moltres ex","ptcgpocket","Arcanine ex","Moltres ex"
"3356",170,"Joancamo","Colombia","4","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3357",171,"NicoAkiwa","Italy","4","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3358",172,"Raff1nOne","Brazil","4","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3359",173,"Stormholder1367","United States","4","Gengar ex Alakazam","ptcgpocket","Gengar ex","Alakazam"
"3360",174,"HeQun","Unknown","3","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3361",175,"Naniroma","Spain","3","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3362",176,"TheBirdPrincess","United States","3","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3363",177,"Afsofas","Finland","3","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3364",178,"jk650","United States","3","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3365",179,"MINIRA5460","Unknown","3","Greninja Hypno","ptcgpocket","Greninja","Hypno"
"3366",180,"Aytoy","Germany","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3367",181,"JeffHoogland","United States","3","Dragonite Greninja","ptcgpocket","Dragonite","Greninja"
"3368",182,"Kelti","Unknown","3","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3369",183,"lexortcg","Great Britain","3","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3370",184,"dottier13","Vietnam","3","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3371",185,"Hayato","Japan","3","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3372",186,"ItsGuestGaming","Unknown","3","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3373",187,"SHMIKE","Unknown","3","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3374",188,"byjoju","Spain","3","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3375",189,"Mizar42","Italy","3","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3376",190,"SLAYED","United States","3","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3377",191,"mILANGAs","Argentina","3","Articuno ex","ptcgpocket","Articuno","ex"
"3378",192,"DWChronos","Unknown","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3379",193,"Matthewg21","United States","3","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3380",194,"Guzii","United States","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3381",195,"KekSv","Spain","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3382",196,"DDaviSS","Spain","3","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3383",197,"PsychoTropik","Chile","3","Dragonite Weezing","ptcgpocket","Dragonite","Weezing"
"3384",198,"Jose95gc","Spain","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3385",199,"Elijahthe1","Unknown","3","Mewtwo ex Alakazam","ptcgpocket","Mewtwo ex","Alakazam"
"3386",200,"KayGee","Great Britain","3","Blastoise ex Blastoise","ptcgpocket","Blastoise ex","Blastoise"
"3387",201,"Kekio","Germany","3","Starmie ex Greninja","ptcgpocket","Starmie ex","Greninja"
"3388",202,"okapi","Japan","3","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3389",203,"Screv","Portugal","3","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3390",204,"MASRI","Korea","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3391",205,"Shonesk","United States","3","Exeggutor ex Wigglytuff ex","ptcgpocket","Exeggutor ex","Wigglytuff ex"
"3392",206,"An1m4l","Colombia","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3393",207,"AMoody510","United States","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3394",208,"justgod11","Portugal","3","Venusaur ex Lilligant","ptcgpocket","Venusaur ex","Lilligant"
"3395",209,"Dixiiit","Unknown","3","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3396",210,"Kingbroly","United States","3","Dragonite Frosmoth","ptcgpocket","Dragonite","Frosmoth"
"3397",211,"CyOfRelief","Unknown","3","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3398",212,"PritchyB","Canada","3","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3399",213,"KingBen","Germany","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3400",214,"Qezyu","Unknown","3","Gengar ex Mewtwo ex","ptcgpocket","Gengar ex","Mewtwo ex"
"3401",215,"HooN","Korea","3","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3402",216,"lrikko","France","3","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3403",217,"thefelipe18","Brazil","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3404",218,"Ardicon","Germany","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3405",219,"AyeMarkyMark","Unknown","3","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3406",220,"Shirotori","Germany","3","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3407",221,"EGS1213","United States","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3408",222,"Yuri Fukuda","Japan","3","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3409",223,"Gabrielzin","Brazil","3","Marowak ex Marowak","ptcgpocket","Marowak ex","Marowak"
"3410",224,"Blaster","Italy","3","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3411",225,"Mancee","Spain","3","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3412",226,"KingMason","United States","3","Machamp ex Machamp","ptcgpocket","Machamp ex","Machamp"
"3413",227,"Coreia","Brazil","3","Wigglytuff ex Farfetch'd","ptcgpocket","Wigglytuff ex'd","Farfetch'd"
"3414",228,"kazma","Taiwan","3","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3415",229,"SpyderMonke","United States","3","Charizard ex Raticate","ptcgpocket","Charizard ex","Raticate"
"3416",230,"ttvStrawhat","Unknown","2","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3417",231,"NinObsessed","United States","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3418",232,"Sugoikenny","United States","2","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3419",233,"KanettoShuffle","Unknown","2","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3420",234,"Sedric","United States","2","Marowak ex Marowak","ptcgpocket","Marowak ex","Marowak"
"3421",235,"CallMeJarda","Czech Republic","2","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3422",236,"Pingu_Tsai","Taiwan","2","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3423",237,"MysteryType","Unknown","2","Hypno Jolteon","ptcgpocket","Hypno","Jolteon"
"3424",238,"Lloda","Spain","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3425",239,"uzre","Unknown","2","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3426",240,"Windy09","Korea","2","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3427",241,"vhcvieira","Portugal","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3428",242,"owntempo","United States","2","Heatmor Ninetales","ptcgpocket","Heatmor","Ninetales"
"3429",243,"Lawrence Lau","Unknown","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3430",244,"melon","Spain","2","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3431",245,"Initard","Italy","2","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3432",246,"OhGodANoob","Unknown","2","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3433",247,"Elebu","Unknown","2","Arbok Muk","ptcgpocket","Arbok","Muk"
"3434",248,"Quinzelot","Germany","2","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3435",249,"ione","Brazil","2","Exeggutor ex Persian","ptcgpocket","Exeggutor ex","Persian"
"3436",250,"edgy92","Mexico","2","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3437",251,"Moon_Pie","United States","2","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3438",252,"Matuch","Poland","2","Marowak ex Dugtrio","ptcgpocket","Marowak ex","Dugtrio"
"3439",253,"wtpk14","Unknown","2","Articuno ex","ptcgpocket","Articuno","ex"
"3440",254,"Thiccboi503","El Salvador","2","Articuno ex Greninja","ptcgpocket","Articuno ex","Greninja"
"3441",255,"Dellboyy","Great Britain","2","Marowak ex Marowak","ptcgpocket","Marowak ex","Marowak"
"3442",256,"Peter de Oliveira Nogueira","Brazil","2","Venusaur ex Lilligant","ptcgpocket","Venusaur ex","Lilligant"
"3443",257,"Waza286","Malaysia","2","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3444",258,"Gluglu_High","Spain","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3445",259,"Carbis","Australia","2","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3446",260,"LESS1315","Korea","2","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3447",261,"GloriWasHere","United States","2","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3448",262,"NGoloKentin","France","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3449",263,"HeladOscur0","Argentina","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3450",264,"shiinyluck","United States","2","Muk Weezing","ptcgpocket","Muk","Weezing"
"3451",265,"Wolfgang126","Unknown","2","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3452",266,"Juan Rodriguez","Germany","2","Machamp ex Kabutops","ptcgpocket","Machamp ex","Kabutops"
"3453",267,"Rulacio","Spain","2","Exeggutor ex Greninja","ptcgpocket","Exeggutor ex","Greninja"
"3454",268,"Lee27","Brazil","2","Dragonite Weezing","ptcgpocket","Dragonite","Weezing"
"3455",269,"Dhiaz","Indonesia","2","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
